undermind_id,Topic Match Score,Title,Year,Date,Authors,Abstract,Journal,Citation Count,Citation Velocity,DOI,Link,External IDs,Is Open Access,Open Access Link,Semantic Scholar ID,Relevance Summary
11,45.2,The Dark Figure of Online Property Crime: Is Cyberspace Hiding a Crime Wave?,2016,28/07/2016,"M. Tcherni, A. Davies, Giza Lopes, A. Lizotte","A pronounced drop in crime, since the early 1990s, has encompassed every crime category tracked by the FBI’s Uniform Crime Reports, including property crime. However, over the same period, the rates of online property crime (OPC) have been on the rise according to available evidence. We delineate the extent of our knowledge and data concerning cybercrime and identity theft and, using data from several nationally representative victimization surveys, offer an alternative view of property crime trends while pointing out the glaring gap in crime reporting and accounting in relation to the growing category of property crimes perpetrated online. In addition, we compare estimated costs of traditional property crime vs. OPC. Finally, we identify the main challenges for obtaining reliable data on OPC and discuss their implications, especially when applying the traditional methods of compiling crime statistics.",Justice Quarterly,71,8.2,10.1080/07418825.2014.994658,https://doi.org/10.1080/07418825.2014.994658,,FALSE,,280231309e64fb9e9041af0cce5b68418b3cec05,"- **Provides alternative views on property crime trends and reporting gaps.**  
- Uses victimization surveys to highlight underreported prevalence and costs of online property crime (OPC), discussing data challenges and implications.  
- Focuses solely on OPC rather than broader cybercrime metrics or countermeasures, limiting relevance to the requested topic breadth.  "
12,42.7,"Reliability, Validity, Comparability and Practical Utility of Cybercrime-Related Data, Metrics, and Information",2013,11/02/2013,N. Kshetri,"With an increasing pervasiveness, prevalence and severity of cybercrimes, various metrics, measures and statistics have been developed and used to measure various aspects of this phenomenon. Cybercrime-related data, metrics, and information, however, pose important and difficult dilemmas regarding the issues of reliability, validity, comparability and practical utility. While many of the issues of the cybercrime economy are similar to other underground and underworld industries, this economy also has various unique aspects. For one thing, this industry also suffers from a problem partly rooted in the incredibly broad definition of the term “cybercrime”. This article seeks to provide insights and analysis into this phenomenon, which is expected to advance our understanding into cybercrime-related information.",Inf.,5,0.4,10.3390/info4010117,https://doi.org/10.3390/info4010117,,TRUE,"{'url': 'https://www.mdpi.com/2078-2489/4/1/117/pdf?version=1360594909', 'status': 'GOLD'}",e2d2cdccac62ead8c9daa9a20ebb5e1f2510e622,"- **Provides** analysis of reliability and validity challenges in cybercrime metrics.  
- **Details** issues like broad definitions, comparability of data, and practical utility relevant to measuring cybercrime prevalence across types.  
- **Potential relevance** for prevalence metrics, but lacks specific focus on countermeasure evaluation or effectiveness across all cybercrime types.  "
13,32.7,Measuring the Cost of Cybercrime,2012,,"Ross J. Anderson, Chris J. Barton, Rainer Böhme, R. Clayton, M. V. Eeten, M. Levi, T. Moore, S. Savage",,,585,44.1,10.1007/978-3-642-39498-0_12,https://doi.org/10.1007/978-3-642-39498-0_12,,TRUE,"{'url': 'http://lyle.smu.edu/~tylerm/weis12.pdf', 'status': 'GOLD'}",2a9e564d6ed5c689fd5afeb14ed4de76b6da2246,
14,29.8,Advancing Accurate and Objective Cybercrime Metrics,2020,,Stephen Cobb,,Journal Not Provided,4,0.8,,https://www.semanticscholar.org/paper/e01b0d6ddf42229cf76b78ef31ddded1d0b9f3f2,,FALSE,,e01b0d6ddf42229cf76b78ef31ddded1d0b9f3f2,
15,25.9,Estimating the cost of pure cybercrime to Australian individuals,2021,13/07/2021,"C. Teunissen, I. Voce, Russell G. Smith","This report estimates the cost of pure cybercrime to individuals in Australia in 2019. A survey was administered to a sample of 11,840 adults drawn from two online panels—one using probability sampling and the other non-probability sampling—with the resulting data weighted to better reflect the distribution of the wider Australian population. Thirty-four percent of respondents had experienced some form of pure cybercrime, with 14 percent being victimised in the last 12 months. This is equivalent to nearly 6.7 million Australian adults having ever been the victim of pure cybercrime, and 2.8 million Australians being victimised in the past year. Drawing on these population estimates, the total economic impact of pure cybercrime in 2019 was approximately $3.5b. This encompasses $1.9b in money directly lost by victims, $597m spent dealing with the consequences of victimisation, and $1.4b spent on prevention costs. Victims recovered $389m.",,0,0,10.52922/SB78269,https://doi.org/10.52922/SB78269,,FALSE,,118d92c0e6918b74e39a8f1550191bc6d15585d9,"- **Provides prevalence metrics for pure cybercrime in Australia.**  
- Estimates victimization rates, population impacts, and economic costs using survey data, including prevention, direct losses, and recovery expenditures.  
- Focuses only on pure cybercrime types and lacks evaluation of countermeasure effectiveness or generalizable metrics spanning all cybercrime categories."
16,14,Challenges and Vulnerabilities of Analysing Cybercrime Costs,2017,31/12/2017,Jūratė Kuklytė,"Recent studies have underlined a limited scope of research published with regard to the impact of cybercrimes, which is investigated by applying the scientific literature analysis and surveys. This paper focuses on in-depth research on cybercrime costs by analysing the information from selected online materials in order to reveal a research gap. To support the contributions of the research in the field, two methods, namely, literature review and statistical analysis were employed. The findings reveal that several interested parties such as independent IT companies, governmental and non-governmental institutions have conducted various surveys to identify the impact of cyberattacks. The main challenges and vulnerabilities of analysing cybercrime costs can be overcome by further investigations.",,0,0,10.11118/EJOBSAT.V3I2.105,https://doi.org/10.11118/EJOBSAT.V3I2.105,,TRUE,"{'url': 'https://journal.ejobsat.cz/index.php/ejobsat/article/view/105/pdf_40', 'status': 'GOLD'}",15ed95fb935bcdb059c4d2357deb64914e547564,"- **Provides insight into challenges in analyzing cybercrime economic impact.**  
- Focuses on cost-related metrics derived from surveys and statistical analyses but lacks discussion on countermeasure effectiveness or cross-type cybercrime metrics.  
- May offer partial relevance for prevalence metrics but does not address broader frameworks or generalizable methodologies across all cybercrime types.  "
17,9,Report Now. Report Effectively. Conceptualizing the Industry Practice for Cybercrime Reporting,2019,01/11/2019,"M. Bidgoli, Bart P. Knijnenburg, Jens Grossklags, Brad Wardman","Reporting plays a vital role in combatting cyber-crimes. The data collected from cybercrime reporting can not only bolster the efforts of those on the responding end of such attacks (i.e., government, law enforcement agencies, and the technology industry), but also provide relevant prevention tips to computer users to help mitigate their cybercrime risk. Despite the importance of cybercrime reporting, we observe that many cybercrimes go unreported, which arguably can be due to an overall lack of effectiveness of currently existing cybercrime reporting mechanisms. This study aims to streamline cybercrime reporting processes at PayPal by proposing a design of an interactive customer-facing cybercrime reporting interface. The overall goals of the proposed design are to (1) appropriately triage reports both within the company and to relevant external entities and (2) to educate the customer base about cybercrimes and cybercrime reporting through helpful links. The proposed design was tested with 523 Amazon Mechanical Turk workers and was considered user-friendly and informative by our participants. Moreover, a statistical model demonstrated that aside from our proposed interface's usability, users' victimization, self-efficacy, and perception of cybercrimes' severity all had a positive effect on the likelihood to report a cybercrime. Our proposed design and evaluation have the potential to improve the efficiency and effectiveness of cybercrime reporting to corporations and government/law enforcement agencies.",2019 APWG Symposium on Electronic Crime Research (eCrime),6,1.1,10.1109/eCrime47957.2019.9037577,https://doi.org/10.1109/eCrime47957.2019.9037577,,FALSE,,024f4b371d91573afb44bcfa8e293c0c5279ed46,"- **Provides insights into cybercrime reporting mechanisms and factors affecting reporting behavior.**  
- Examines a reporting interface design tested on users, highlighting factors like usability, victimization, and perception of crime severity.  
- Focuses on specific reporting processes rather than comprehensive prevalence metrics or countermeasure evaluation across all cybercrime types."
18,6.3,What We Do in the Shadows: How does Experiencing Cybercrime Affect Response Actions & Protective Practices?,2023,01/07/2023,"Magdalene Ng, Maria Bada, Kovila P. L. Coopamootoo","Despite the increasing prevalence of cybercrimes, there is limited understanding of the response strategies and protective (privacy, security) practices of individuals who have experienced at least one attempted or successful cybercrime incident. To address this gap, we conduct an online survey across an N=605 sample from the UK, eliciting firsthand accounts of cybercrime experiences, actions taken in response to such incidents, as well as their level of engagement with security and privacy (SP) methods and technologies. We identify the occurrence of 8 distinct types of cybercrime and 9 corresponding response strategies amongst 319 cybercrime reports, encompassing IT and protective themes. We depict the association between the experience of cybercrime and the utilisation of response strategies through visual representation. In parallel with IT-related or protective SP theme response strategies, we find that the type of cybercrime experienced (e.g., malware) and the frequency of experiences (e.g., multiple cybercrimes or repeated experiences of the same cybercrime type) influence the engagement with SP technologies. This paper provides empirical insights into experiences of different types of cybercrimes, including their multiple occurrences, and (protective) actions. We also provide recommendations for research and practical implementation, emphasising the importance of addressing the specific needs of individuals who have experienced multiple or repeat cybercrimes. Our paper suggests the adoption of a de-responsibiling cyber-strategy that complements individual guardianship — while promoting infrastructure that caters to the diverse range of users.",2023 IEEE European Symposium on Security and Privacy Workshops (EuroS&PW),0,0,10.1109/EuroSPW59978.2023.00077,https://doi.org/10.1109/EuroSPW59978.2023.00077,,FALSE,,d3d4450d91a8071db6d1b3ed4a9e264f4ca58b0d,"- **Provides insights into individual responses to cybercrime incidents.**  
- Examines how cybercrime type and frequency influence engagement with security and privacy technologies, using survey-based empirical data.  
- Focuses on specific cybercrimes and individual-level responses, not general metrics or countermeasures across all cybercrime types.  "
19,5.1,Cybercrime in Australia 2023,2023,27/06/2023,"I. Voce, Anthony Morgan","This is the first report in the Cybercrime in Australia series, which aims to provide a clearer picture of the extent of cybercrime victimisation, help-seeking and harms among Australian computer users. It is based on a survey of 13,887 computer users conducted in early 2023. In the 12 months prior to the survey, 27 percent of respondents had been a victim of online abuse and harassment, 22 percent had been a victim of malware, 20 percent had been a victim of identity crime and misuse, and eight percent had been a victim of fraud and scams. Overall, 47 percent of respondents experienced at least one cybercrime in the 12 months prior to the survey—and nearly half of all victims reported experiencing more than one type of cybercrime. Thirty-four percent of respondents had experienced a data breach. Cybercrime victimisation was not evenly distributed, with certain sections of the community more likely to have been a victim, and certain online activities associated with a higher likelihood of victimisation. Most cybercrime victimisation went unreported to police or to ReportCyber, meaning official statistics significantly underestimate the size of the problem. Satisfaction with the outcomes of these reports was mixed, and relatively few reports resulted in an offender being apprehended. Rates of help-seeking varied and were influenced by the perceived seriousness of cybercrime and knowledge of how and where to report it. The financial losses experienced by victims were wide ranging. Some victims reported losing large sums of money, but most victims reported relatively small financial losses. This report measures, for the first time, the harms experienced by individual victims and small businesses that extend beyond these financial costs. Twenty-five percent of respondents were negatively impacted by cybercrime in the 12 months prior to the survey, while 22 percent of respondents who owned or operated a small to medium business said their business was negatively impacted by cybercrime.",Journal Not Provided,1,0.6,10.52922/sr77031,https://doi.org/10.52922/sr77031,,FALSE,,e615bf83acb7e442833771181e6cdc8b807c9745,"- **Provides prevalence metrics for cybercrime victimization among Australian computer users.**  
- Based on a survey, it quantifies victimization rates across multiple cybercrime types, highlighting underreporting and demographic disparities.  
- Does not address countermeasure effectiveness or generalizable metrics across all types of cybercrime; focus is region-specific.  "
20,4.4,A Security Cost Modelling Framework for Cyber-Physical Systems,2021,16/07/2021,"Igor Ivkic, P. Sailer, Antonios Gouglidis, A. Mauthe, Markus Tauber","Cyber-Physical Systems (CPS) are formed through interconnected components capable of computation, communication, sensing and changing the physical world. The development of these systems poses a significant challenge, since they have to be designed in a way to ensure cyber-security without impacting their performance. This article presents the Security Cost Modelling Framework (SCMF) and shows supported by an experimental study how it can be used to measure, normalise, and aggregate the overall performance of a CPS. Unlike previous studies, our approach uses different metrics to measure the overall performance of a CPS and provides a methodology for normalising the measurement results of different units to a common Cost Unit. Moreover, we show how the Security Costs can be extracted from the overall performance measurements, which allows us to quantify the overhead imposed by performing security-related tasks. Furthermore, we describe the architecture of our experimental testbed and demonstrate the applicability of SCMF in an experimental study. Our results show that measuring the overall performance and extracting the security costs using SCMF can serve as basis to redesign interactions to achieve the same overall goal at less costs.",ACM Transactions on Internet Technology (TOIT),2,0.5,10.1145/3450752,https://doi.org/10.1145/3450752,,TRUE,"{'url': 'https://eprints.lancs.ac.uk/id/eprint/152251/1/TOIT_Ivkic_et_al.pdf', 'status': 'GOLD'}",0bf466bfb4e53a98e7afc038b0ebe9a33404e2c9,"- Provides a framework to measure security costs in Cyber-Physical Systems (CPS).  
- Uses normalized metrics to quantify overhead from security tasks and evaluate performance impacts within CPS environments.  
- Focuses on specific CPS systems, not general cybercrime metrics or countermeasures across all cybercrime types, limiting relevance.  "
21,3.6,Understanding cybercrime in ‘real world’ policing and law enforcement,2022,16/06/2022,"J. Curtis, Gavin E. Oxburgh","Cybercrime is a growing issue, still not fully understood by researchers or policing/law enforcement communities. UK Government reports assert that victims of cybercrime were unlikely to report crimes immediately due to the perception that police were ill-equipped to deal with these offences. Additionally, these reports identify policing issues including a lack of cybercrime knowledge. This paper reviews current research, providing a comprehensive account of cybercrime and addressing issues in policing such offences. We achieve this by describing the technological, individual, social and situational landscapes conducive to cybercrime, and how this knowledge may inform strategies to overcome current issues in investigations.",The Police Journal,22,7.9,10.1177/0032258X221107584,https://doi.org/10.1177/0032258X221107584,,TRUE,"{'url': 'https://doi.org/10.1177/0032258x221107584', 'status': 'GOLD'}",7add39a38e36f2a170128f72764fcfa68f1695d1,
22,2.7,Crime Drop or Police Recording Flop? On the Relationship between the Decrease of Offline Crime and the Increase of Online and Hybrid Crimes,2019,01/03/2019,"S. Caneppele, M. Aebi","This paper analyses the relationship between the drop in traditional crimes in Western highly industrialized societies and the evolution of cybercrime. It includes a review of the criminological debate on the crime drop, which shows that the exchanges between researchers allowed clarifying its extent and limits, but without reaching agreement about its causes and seldom taking into account the trends in cyber-related offences. The paper also reviews the data available on the latter and arrives to the conclusion that European police statistics rarely include them and, when they do, the available data do not allow establishing trends nor conducting comparisons across countries. The difficulties related to the recording of such crimes are discussed and a proposal for a tripartite classification of crimes that distinguishes between offline, online, and hybrid crimes is advanced, together with suggestions on the statistical counting rules that could be applied to measure the frequency of cyber-related offences. Finally, a review of the available victimization surveys shows that cybercrime could currently represent between one-third and half of the crimes committed in a country. Accordingly, the authors consider that the rise of online and hybrid crimes have contributed to the drop of offline crimes. This is a consequence of the development of the Internet, which changed the lifestyle and routine activities of the population, and opened a breach in traditional police-based crime prevention strategies. The new scenario helped consolidating the private security market and, indirectly, led the companies involved to hold a strategic data collection, which could be used to study cybercrime.",Policing: A Journal of Policy and Practice,66,10.8,10.1093/POLICE/PAX055,https://doi.org/10.1093/POLICE/PAX055,,FALSE,,7e6e11cb99daca1376bd671e6e1171730108a603,
23,2.5,Emerging Trends and Challenges in Digital Crime: A Study of Cyber Criminal Tactics and Countermeasures,2024,18/06/2024,"Adam At Thur Jasson Cassidy, Anis Fuad, Muhammad Ulil Abshor As Shofy","The rise of digital crime, particularly cybercrime, poses significant challenges to individuals, organizations, and societies worldwide. This study explores emerging trends and challenges in digital crime, focusing on the tactics employed by cybercriminals and the countermeasures developed to mitigate these threats. The urgency of this research lies in the increasing sophistication and frequency of cyberattacks, which threaten sensitive data, financial assets, and critical infrastructure. The objectives of this study are to analyze current trends in cybercrime, identify the most prevalent tactics used by cybercriminals, and examine effective countermeasures and strategies implemented by organizations and law enforcement agencies. This research adopts a literature review methodology, synthesizing findings from academic research, industry reports, and government publications. Key findings highlight the evolving nature of cyber threats, including phishing attacks, ransomware campaigns, and data breaches. Effective countermeasures include cybersecurity frameworks, incident response protocols, and technological advancements in threat detection and prevention. The study underscores the importance of ongoing research and collaboration among stakeholders to address the dynamic landscape of digital crime and safeguard digital ecosystems against emerging threats",TechComp Innovations: Journal of Computer Science and Technology,0,0,10.70063/techcompinnovations.v1i1.25,https://doi.org/10.70063/techcompinnovations.v1i1.25,,FALSE,,c2e34a1ef08eb82dc0584d39b4c2d2f1a8e51331,
24,2,"Cybercrime, media and insecurity: The shaping of public perceptions of cybercrime1",2008,01/03/2008,D. Wall,"All too often claims about the prevalence of cybercrimes lack clarification as to what it is that is particularly ‘cyber’ about them. Perhaps more confusing is the startling contrast between the many hundreds of thousands of incidents of cybercrime supposedly reported each year and the relatively small number of known prosecutions. This contrasting evidence exposes a large gap in our understanding of cybercrime and begs a number of important questions about the quality of the production of criminological knowledge about it. For example, how reliable and partial are the informational sources that mould our opinions about cybercrime. Do we fully understand the epistemological differences between the various legal, academic, expert and popular (lay) constructions of cybercrime? Alternatively, is the criminal justice system just woefully inefficient at bringing wrongdoers to justice? Or are there still some major questions to be answered about the conceptual basis upon which information is gathered and assumptions about cybercrime made? This article takes a critical look at the way that public perceptions of cybercrime are shaped and insecurities about it are generated. It explores the varying conceptualisations of cybercrime before identifying tensions in the production of criminological knowledge that are causing the rhetoric to be confused with reality. It then contrasts the mythology of cybercrime with what is actually going on in order to understand the reassurance gap that has opened up between public demands for Internet security and its provision.","International Review of Law, Computers & Technology",93,5.4,10.1080/13600860801924907,https://doi.org/10.1080/13600860801924907,,FALSE,,2a91ba89104bd17f0dcf0e3cb26e7bbed3824362,
